식품명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),,,,,,,,,,,,,,,,,,,,,,,
마카롱_돼지바 뚱카롱,100g,498,,5,,,,25,,,,,,36,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_돼지바 마카롱,100g,400,,4.44,,,,24.44,,,,,,89,,,,,,,,,,15.56,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_딸기 마카롱,100g,402,,8,,,,33,,,,,,40,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_딸기 마카롱,100g,541,,7.81,,,70.34,56.91,,,,,,82,,,,,,,,,0.53,11.38,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_딸기요거트 뚱카롱,100g,439,,1.4,,,,22.3,,,,,,146,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_라즈베리 뚱카롱,100g,493,,6,,,,30,,,,,,28,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_마약옥수수 뚱카롱,100g,502,,7,,,,35,,,,,,170,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_말차 뚱카롱,100g,466,,7,,,,27,,,,,,29,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_바나나누텔라 마카롱,100g,440,,4.17,,,,29.17,,,,,,163,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_뽀또치즈 마카롱,100g,440,,6.25,,,,29.17,,,,,,198,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_뽀또치즈 마카롱,100g,393,,7.14,,,,19.05,,,,,,262,,,,,,,,,,14.29,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_산딸기 마카롱,100g,516,,6.56,,,62.22,56.19,,,,,,73,,,,,,,,,0.72,12.31,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_솔티드카라멜 마카롱,100g,437,,6.33,,,59,44.67,,,,,,61,,,,,,,,,,8.33,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_치즈 마카롱,100g,496,,4,,,,32,,,,,,56,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_카라멜 마카롱,100g,190,,1.9,,,,19.05,,,,,,19,,,,,,,,,,4.29,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_카라멜솔티드 뚱카롱,100g,400,,8,,,,36,,,,,,120,,,,,,,,,,13.2,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_쿠앤크 마카롱,100g,435,,4.17,1.88,,,25,,,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_쿠앤크 마카롱,100g,496,,4,,,,32,,,,,,56,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_쿠쿠촉촉(오레오)가나슈 마카롱,100g,429,,6.25,,,,40.42,,,,,,64,,,,,,,,,,12.08,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_쿠쿠촉촉(오레오) 마카롱,100g,485,,6.67,,,,44.24,,,,,,155,,,,,,,,,,15.76,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_쿠쿠피그 마카롱,100g,513,,5.13,,,,33.33,,,,,,205,,,,,,,,,,20.51,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_쿠크샌드 마카롱,100g,400,,4,,,,44.44,,,,,,36,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_쿠키 앤 크림 마카롱,100g,483,,6.67,,,,26.67,,,,,,60,,,,,,,,,,16.67,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_쿠키프라페 마카롱,100g,480,,6,,,,42,,,,,,130,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_크랜베리딸기 마카롱,100g,447,,4.22,,,,42.19,,,,,,105,,,,,,,,,,16.88,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_크림치즈티라미수 마카롱,100g,482,,4.62,,,,39.27,,,,,,91,,,,,,,,,,17.49,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_타르트에빠진레드벨벳치즈 마카롱,100g,500,,5.88,,,,33.33,,,,,,106,,,,,,,,,,17.65,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_패션후르츠 마카롱,100g,303,,2.63,,,,28.95,,,,,,50,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_퐁크러쉬 마카롱,100g,491,,8.09,,,,41.28,,,,,,68,,,,,,,,,,12.34,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_프렌치 블루베리 마카롱,100g,375,,4.17,20.83,,50,41.67,,,,,,42,,,,,,,,,20.83,7.92,0,,,,,,,,,,,,,,,,,,,,,,,
마카롱_피스타치오 마카롱,100g,190,,1.9,,,,19.05,,,,,,19,,,,,,,,,,4.29,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_피스타치오 마카롱,100g,440,,4,,,,48,,,,,,60,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_얼그레이 쇼콜라 마카롱,100g,500,,6.67,,,,30,,,,,,43,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_얼그레이 마카롱,100g,425,,6.06,,,,47.88,,,,,,72,,,,,,,,,,8.48,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_오마이그린티 마카롱,100g,483,,6.9,,,,44.83,,,,,,86,,,,,,,,,,17.24,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_우유치즈 마카롱,100g,410,,6,,,,42,,,,,,68,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_유니콘 마카롱,100g,236,,3.21,,,,22.86,,,,,,17,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_유니콘프라페 마카롱,100g,491,,8.09,,,,41.28,,,,,,68,,,,,,,,,,12.34,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_유자가나슈 마카롱,100g,375,,4.17,20.83,,41.67,33.33,,,,,,21,,,,,,,,,0,4.58,0,,,,,,,,,,,,,,,,,,,,,,,
마카롱_인절미 마카롱,100g,423,,7.69,,,,33.85,,,,,,123,,,,,,,,,,1.15,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_천사의눈물(우유) 마카롱,100g,413,,6.88,,,,46.88,,,,,,39,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_초땅샌드 마카롱,100g,411,,4,,,,46.67,,,,,,33,,,,,,,,,,4.44,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_초코 마카롱,100g,190,,1.9,,,,19.05,,,,,,19,,,,,,,,,,4.29,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_초코 마카롱,100g,496,,4,,,,32,,,,,,56,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_초코떡카롱,100g,375,,8.33,20.83,,45.83,33.33,,,,,,42,,,,,,,,,0,5.83,0,,,,,,,,,,,,,,,,,,,,,,,
마카롱_초코 마카롱,100g,448,,7.27,,,,50.3,,,,,,61,,,,,,,,,,10.91,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_초코 마카롱,100g,375,,8.33,25,,41.67,33.33,,,,,,21,,,,,,,,,0,7.08,0,,,,,,,,,,,,,,,,,,,,,,,
마카롱_초코악마 마카롱,100g,481,,7.69,,,,65.38,,,,,,38,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_초코 퐁카롱,100g,273,,3.33,,,,43.33,,,,,,33,,,,,,,,,,2.33,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_초코프레소 마카롱,100g,460,,5.91,,,,42.19,,,,,,95,,,,,,,,,,16.03,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_초콜릿 마카롱,100g,452,,3.7,,,,59.26,,,,,,56,,,,,,,,,,7.41,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_바닐라 마카롱,100g,445,,6.06,,,,49.7,,,,,,65,,,,,,,,,,10.91,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_바닐라 마카롱,100g,396,,4.17,25,,45.83,37.5,,,,,,21,,,,,,,,,0,6.67,0,,,,,,,,,,,,,,,,,,,,,,,
마카롱_벚꽃 마카롱 5종 세트,100g,456,,6.87,,,51.33,27.07,,,,,,37,,,,,,,,,,12.33,0.34,,,,,,,,,,,,,,,,,,,,,,,
마카롱_벨지안초콜릿 마카롱,100g,420,,4,,,,44,,,,,,40,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_블루베리 마카롱,100g,440,,8.57,,,,48.57,,,,,,86,,,,,,,,,,4.57,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_블루베리 마카롱,100g,375,,5,,,,45,,,,,,61,,,,,,,,,,5.63,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_블루베리 마카롱,100g,400,,4,,,,48,,,,,,40,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_블루하와이 마카롱,100g,451,,4.85,,,,44.85,,,,,,68,,,,,,,,,,15.76,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_뽀또치즈 마카롱,100g,440,,6.25,,,,29.17,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_산딸기 마카롱,100g,378,,7.41,,,,62.96,,,,,,93,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_산딸기 마카롱,100g,400,,4,,,,48,,,,,,40,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_샤인머스켓 마카롱,100g,287,,2.63,,,,28.95,,,,,,29,,,,,,,,,,8.95,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_소다 마카롱,100g,190,,1.9,,,,19.05,,,,,,19,,,,,,,,,,4.29,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_솜사탕 마카롱,100g,190,,1.9,,,,19.05,,,,,,19,,,,,,,,,,4.29,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_순우유 뚱카롱,100g,440,,4.17,,,,27.08,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_슈팅요거트 마카롱,100g,456,,5.91,,,,45.99,,,,,,101,,,,,,,,,,14.35,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_슈팅캔디 마카롱,100g,365,,5,,,,35.77,,,,,,76,,,,,,,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_스트로베리 마카롱,100g,457,,10,,,,46.67,,,,,,37,,,,,,,,,,5.33,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_스트로베리 치즈 마카롱,100g,433,,6.67,,,,23.33,,,,,,67,,,,,,,,,,15.67,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_딸기요거트 마카롱,100g,452,,6,,,,36,,,,,,64,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_딸기 퐁카롱,100g,330,,6.67,,,,46.67,,,,,,40,,,,,,,,,,5.33,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_레드벨벳 마카롱,100g,484,,4.85,,,,40.61,,,,,,62,,,,,,,,,,17.58,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_레몬 마카롱,100g,496,,4,,,,32,,,,,,56,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_레인보우 마카롱 (5입),100g,449,,8,,,,39,,,,,,110,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_로즈라즈베리 뚱카롱,100g,400,,4,,,,36,,,,,,60,,,,,,,,,,13.2,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_리얼블루베리 마카롱,100g,409,,5.49,,,,45.15,,,,,,93,,,,,,,,,,10.55,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_리얼치즈 마카롱,100g,469,,6.17,,,,37.86,,,,,,296,,,,,,,,,,16.46,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_마다가스카르바닐라 마카롱,100g,400,,4,,,,40,,,,,,60,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_마카롱,100g,413,,7.5,,,,22.5,,,,,,245,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_망고가나슈 마카롱,100g,404,,6.67,,,,30,,,,,,53,,,,,,,,,,4.17,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_망고프로피컬 마카롱,100g,400,,4,,,,52,,,,,,40,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_메가초코 마카롱,100g,502,,8,,,,40,,,,,,92,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_민트초코 마카롱,100g,477,,4.64,,,,45.57,,,,,,73,,,,,,,,,,16.46,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_바닐라 딜라이트 뚱카롱,100g,417,,20,,,,36.67,,,,,,50,,,,,,,,,,7.67,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_바닐라 마카롱,100g,498,,8,,,,34,,,,,,98,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_바닐라 마카롱,100g,470,,10,,,,46.67,,,,,,40,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_바닐라 마카롱,100g,519,,7.41,,,,51.85,,,,,,74,,,,,,,,,,7.41,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_바닐라 마카롱,100g,496,,4,,,,32,,,,,,56,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,
롤빵_카멜크림롤,100g,402,,4.35,,,,18.48,,,,,,196,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,,,,,,,,
롤빵_화이트 초코 도쿄롤 (L),100g,337,,7,,,,19,,,,,,105,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
롤빵_화이트 초코 도쿄롤 (S),100g,337,,7,,,,19,,,,,,105,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
마늘빵_부드러운갈릭브레드,100g,327,,6,13.33,,44,16,,,,,,333,,,,,,,,,10,4.67,0.23,,,,,,,,,,,,,,,,,,,,,,,
마늘빵_프렌치마늘빵,100g,357,,4.76,11.9,,52.38,14.29,,,,,,429,,,,,,,,,16.67,4.29,0,,,,,,,,,,,,,,,,,,,,,,,
마늘빵_프렌치마늘빵 (5개입),100g,352,,6.67,11.43,,52.38,16.19,,,,,,438,,,,,,,,,14.29,4.1,0.33,,,,,,,,,,,,,,,,,,,,,,,
마카롱_갤럭시 마카롱,100g,236,,9.29,,,,22.86,,,,,,17,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_까망베르 치즈 마카롱,100g,354,,8.33,,,,41.67,,,,,,104,,,,,,,,,,7.08,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_녹차 마카롱,100g,490,,5.45,,,,43.03,,,,,,92,,,,,,,,,,18.18,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_녹차모찌 마카롱,100g,377,,3.85,,,,27.69,,,,,,103,,,,,,,,,,1.15,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_다크 초콜릿 마카롱,100g,463,,8.57,,,,45.71,,,,,,46,,,,,,,,,,9.14,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_다크초코가나슈 마카롱,100g,267,,3.33,,,,26.67,,,,,,20,,,,,,,,,,5.83,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_달고나 마카롱,100g,303,,6.06,,,,30.3,,,,,,30,,,,,,,,,,6.06,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_더블 초코 뚱카롱,100g,450,,6.67,,,,40,,,,,,33,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_딸기 마카롱,100g,190,,1.9,,,,19.05,,,,,,19,,,,,,,,,,4.29,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_딸기 마카롱,100g,496,,4,,,,32,,,,,,56,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_딸기 치즈케익 뚱카롱,100g,617,,6.67,,,,86.67,,,,,,50,,,,,,,,,,10.67,,,,,,,,,,,,,,,,,,,,,,,,
마카롱_딸기가나슈 마카롱,100g,375,,4.17,20.83,,45.83,33.33,,,,,,21,,,,,,,,,0,4.58,0,,,,,,,,,,,,,,,,,,,,,,,
마카롱_딸기 마카롱,100g,436,,6.06,,,,52.12,,,,,,82,,,,,,,,,,10.91,,,,,,,,,,,,,,,,,,,,,,,,
또띠아_핫칠리치킨 브리또,100g,214,,15,,,,0,,,,,,218,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,
또띠아_라구듬뿍치즈 브리또,100g,211,,7.23,,,,11.91,,,,,,357,,,,,,,,,,2.98,,,,,,,,,,,,,,,,,,,,,,,,
또띠아_불고기 브리또,100g,216,,7.59,,,,0.69,,,,,,410,,,,,,,,,,2.41,,,,,,,,,,,,,,,,,,,,,,,,
또띠아_치킨 브리또,100g,220,,9.66,,,,2.07,,,,,,430,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
또띠아_트위스터,100g,202,,9.84,10.77,,18.69,1.09,,,,,,703,,,,,,,,,13.5,2.4,0.05,,,,,,,,,,,,,,,,,,,,,,,
롤빵_달콤한크림치즈시나몬롤,100g,374,,6.32,,,,21.05,,,,,,337,,,,,,,,,,8.42,,,,,,,,,,,,,,,,,,,,,,,,
롤빵_클래식시나몬롤,100g,375,,7.5,,,,17.5,,,,,,375,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,
롤빵_녹차 도쿄롤 (L),100g,330,,6,,,,17,,,,,,100,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
롤빵_녹차 도쿄롤 (S),100g,330,,6,,,,17,,,,,,100,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
롤빵_달달연유롤빵,100g,402,,6.52,21.74,,45.65,15.22,,,,,,370,,,,,,,,,7.61,5.87,0,,,,,,,,,,,,,,,,,,,,,,,
롤빵_달달연유롤빵 (3개입),100g,399,,6.52,21.01,,45.65,15.94,,,,,,370,,,,,,,,,3.62,5.8,0,,,,,,,,,,,,,,,,,,,,,,,
롤빵_망고 도쿄롤 (L),100g,293,,5,,,,15,,,,,,82,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,
롤빵_망고 도쿄롤 (S),100g,293,,5,,,,15,,,,,,82,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,
롤빵_목장의아침우유롤,100g,317,,5.56,,,,21.11,,,,,,61,,,,,,,,,,11.11,,,,,,,,,,,,,,,,,,,,,,,,
롤빵_오리지널 도쿄롤 (L),100g,328,,7,,,,19,,,,,,90,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,
롤빵_오리지널 도쿄롤 (S),100g,328,,7,,,,19,,,,,,90,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,
롤빵_우유 생크림롤,100g,306,,5.63,20,,26.25,16.88,,,,,,100,,,,,,,,,121.88,5,0,,,,,,,,,,,,,,,,,,,,,,,
롤빵_자색 고구마 도쿄롤 (L),100g,315,,4,,,,20,,,,,,75,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,
롤빵_자색 고구마 도쿄롤 (S),100g,315,,4,,,,20,,,,,,75,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,
도넛_플라밍고 도넛,100g,405,,5.45,,,,18.18,,,,,,,,,,,,,,,,12.73,,,,,,,,,,,,,,,,,,,,,,,,
도넛_허니 올드훼션드 도넛,100g,457,,3.17,25.4,,53.97,31.75,,,,,,206,,,,,,,,,6.35,11.11,0.06,,,,,,,,,,,,,,,,,,,,,,,
도넛_허니찹쌀스틱,100g,355,,4.26,10.21,,61.7,6.38,,,,,,596,,,,,,,,,1.28,5.74,0.02,,,,,,,,,,,,,,,,,,,,,,,
도넛_화이트유니버스 도넛,100g,392,,5.77,,,,13.46,,,,,,,,,,,,,,,,11.54,,,,,,,,,,,,,,,,,,,,,,,,
도넛_흑미고구마찹쌀 도넛,100g,350,,4,,,,16,,,,,,228,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,
도넛_흑임자크림찹쌀 도넛,100g,314,,2.86,,,,11.43,,,,,,417,,,,,,,,,,3.14,,,,,,,,,,,,,,,,,,,,,,,,
또띠아_뉴비프 브리또,100g,253,,8.89,,,,31.11,,,,,,342,,,,,,,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,
또띠아_또띠아 (L),100g,234,,15.64,9.45,,21.09,5.09,,,,,,404,,,,,,,,,33.45,5.82,,,,,,,,,,,,,,,,,,,,,,,,
또띠아_또띠아 (S),100g,375,,20.5,16.77,,35.4,5.59,,,,,,683,,,,,,,,,36.02,5.59,,,,,,,,,,,,,,,,,,,,,,,,
또띠아_머스타드치킨 브리또,100g,244,,11.05,,,,1.74,,,,,,448,,,,,,,,,,3.49,,,,,,,,,,,,,,,,,,,,,,,,
또띠아_미트살사소시지 브리또,100g,220,,16.38,,,,1.69,,,,,,576,,,,,,,,,,3.95,,,,,,,,,,,,,,,,,,,,,,,,
또띠아_바삭 불고기&트리플 치즈 치킨 퀘사디아,100g,218,,13.89,,,,3.89,,,,,,497,,,,,,,,,,4.44,,,,,,,,,,,,,,,,,,,,,,,,
또띠아_불고기 브리또,100g,299,,9.29,,,,0,,,,,,173,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,
또띠아_불고기 베이크,100g,196,,10.33,4.42,,28.67,5.67,,,,,,601,,,,,,,,,6,1.92,0.08,,,,,,,,,,,,,,,,,,,,,,,
또띠아_불닭 베이크,100g,198,,10.75,2.92,,32,7.08,,,,,,637,,,,,,,,,5.83,1.25,0.08,,,,,,,,,,,,,,,,,,,,,,,
또띠아_소고기 브리또,100g,263,,8.13,10,,35,5.63,,,,,,325,,,,,,,,,11.63,2.25,0,,,,,,,,,,,,,,,,,,,,,,,
또띠아_치킨 치즈 브리또,100g,259,,11.49,11.49,,27.59,2.3,,,,,,382,,,,,,,,,28.16,4.02,0,,,,,,,,,,,,,,,,,,,,,,,
또띠아_핫치킨 브리또,100g,228,,11,8,,28,2,,,,,,481,,,,,,,,,14,4,0,,,,,,,,,,,,,,,,,,,,,,,
또띠아_핫치킨 브리또,100g,244,,11.25,7.5,,33.75,3.75,,,,,,356,,,,,,,,,16.69,2,0,,,,,,,,,,,,,,,,,,,,,,,
도넛_초당옥수수크림찹쌀 도넛,100g,300,,2.86,,,,11.43,,,,,,417,,,,,,,,,,2.57,,,,,,,,,,,,,,,,,,,,,,,,
도넛_초코 도넛,100g,404,,7.8,,,,40.8,,,,,,209,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,
도넛_초코 마카롱 도넛,100g,418,,5.88,,,,5.88,,,,,,314,,,,,,,,,,11.76,,,,,,,,,,,,,,,,,,,,,,,,
도넛_초코 우유크림 듬뿍 도넛,100g,415,,5.95,,,,23.81,,,,,,131,,,,,,,,,,10.71,,,,,,,,,,,,,,,,,,,,,,,,
도넛_초코크런치 도넛,100g,400,,5.45,,,,14.55,,,,,,,,,,,,,,,,12.73,,,,,,,,,,,,,,,,,,,,,,,,
도넛_추억의 옥수수 꽈배기 도넛,100g,407,,8.2,19.67,,49.18,14.75,,,,,,590,,,,,,,,,0,8.2,0,,,,,,,,,,,,,,,,,,,,,,,
도넛_추억의생도나스,100g,429,,17.95,21.79,,55.13,17.95,,,,,,231,,,,,,,,,179.49,4.23,0.45,,,,,,,,,,,,,,,,,,,,,,,
도넛_추억의생도나스 (2개입),100g,426,,17.31,22.44,,54.49,17.31,,,,,,237,,,,,,,,,176.28,4.49,0.38,,,,,,,,,,,,,,,,,,,,,,,
도넛_추억의생도나스 (3개입),100g,427,,17.52,22.22,,54.7,17.52,,,,,,235,,,,,,,,,177.35,4.27,0.38,,,,,,,,,,,,,,,,,,,,,,,
도넛_츄러스 꽈배기,100g,363,,5.98,,,,13.68,,,,,,265,,,,,,,,,,11.97,,,,,,,,,,,,,,,,,,,,,,,,
도넛_카스텔라 꽈배기,100g,312,,6.23,,,,14.38,,,,,,204,,,,,,,,,,3.23,,,,,,,,,,,,,,,,,,,,,,,,
도넛_카카오하니딥 도넛,100g,393,,3.51,21.05,,47.37,21.05,,,,,,632,,,,,,,,,0,7.72,0.05,,,,,,,,,,,,,,,,,,,,,,,
도넛_카카오하니딥먼치킨 도넛,100g,369,,4.62,15.38,,53.85,23.08,,,,,,654,,,,,,,,,0,5.38,0,,,,,,,,,,,,,,,,,,,,,,,
도넛_커스터드 도넛,100g,325,,5,13.33,,45,6.67,,,,,,225,,,,,,,,,0,6.67,0,,,,,,,,,,,,,,,,,,,,,,,
도넛_콘포테이 토넛,100g,288,,2.56,5.51,,,7.69,,,,,,333,,,,,,,,,0,2.69,0,,,,,,,,,,,,,,,,,,,,,,,
도넛_쿠키앤크림 도넛,100g,404,,7.8,,,,8.2,,,,,,209,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,
도넛_크리스탈슈가 도넛,100g,367,,6.12,,,,10.2,,,,,,,,,,,,,,,,8.16,,,,,,,,,,,,,,,,,,,,,,,,
도넛_트러플 크림 듬뿍 도넛,100g,410,,5.95,,,,21.43,,,,,,131,,,,,,,,,,11.9,,,,,,,,,,,,,,,,,,,,,,,,
도넛_퐁신퐁신우유 도넛,100g,348,,4.9,,,,11.76,,,,,,176,,,,,,,,,,10.78,,,,,,,,,,,,,,,,,,,,,,,,
도넛_바닐라 도넛,100g,404,,7.8,,,,8.2,,,,,,209,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,
도넛_바닐라빈 바이츠 도넛,100g,404,,7.04,15.49,,59.15,12.68,,,,,,563,,,,,,,,,1.41,7.04,1.27,,,,,,,,,,,,,,,,,,,,,,,
도넛_바닐라초코볼 도넛,100g,326,,5.88,,,,14.71,,,,,,721,,,,,,,,,,8.82,,,,,,,,,,,,,,,,,,,,,,,,
도넛_바바리안 먼치킨 도넛,100g,400,,6,20,,50,20,,,,,,520,,,,,,,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,
도넛_바바리안필드 도넛,100g,378,,5,18.33,,48.33,13.33,,,,,,517,,,,,,,,,0,7.33,0.58,,,,,,,,,,,,,,,,,,,,,,,
도넛_바삭64겹 꽈배기,100g,443,,8,,,,12,,,,,,321,,,,,,,,,,5.87,,,,,,,,,,,,,,,,,,,,,,,,
도넛_벨지안초코 도넛,100g,418,,7.35,,,,20.59,,,,,,700,,,,,,,,,,8.82,,,,,,,,,,,,,,,,,,,,,,,,
도넛_생크림폭탄 도넛,100g,364,,5.45,21.82,,34.55,10.91,,,,,,255,,,,,,,,,18.18,8.73,0,,,,,,,,,,,,,,,,,,,,,,,
도넛_생크림폭탄 도넛 (3개입),100g,364,,6.06,22.42,,34.55,10.91,,,,,,248,,,,,,,,,15.15,9.09,0.21,,,,,,,,,,,,,,,,,,,,,,,
도넛_스트로베리 먼치킨 도넛,100g,380,,5,18,,50,20,,,,,,550,,,,,,,,,0,8,0.2,,,,,,,,,,,,,,,,,,,,,,,
